InvoiceNo,CustomerID,StockCode,Quantity,InvoiceDate
551057,16942,20768,1,
551057,16942,21982,12,
551057,16942,22097,1,
551057,16942,21933,3,
551057,16942,21622,1,
551058,14606,22752,1,
551058,14606,21832,1,
551058,14606,84692,1,
551058,14606,84510A,1,
551058,14606,21078,1,
551059,13668,22694,4,
551059,13668,22431,6,
551059,13668,23140,12,
551059,13668,23138,12,
551059,13668,20723,10,
551085,14854,21212,24,
551085,14854,21213,24,
551085,14854,22938,12,
551085,14854,20982,12,
551085,14854,20978,16,
551085,14854,47566,4,
551088,14640,47566,4,
551088,14640,84946,12,
551088,14640,85049D,12,
551124,15738,22083,18,
551124,15738,47599A,24,
551125,17277,90135,6,
551125,17277,90143,4,
551125,17277,90158,2,
551125,17277,90157,2,
551125,17277,47566,18,
551125,17277,22090,6,
551134,16729,47566,10,
551134,16729,22558,10,
551134,16729,85132A,1,
551134,16729,21390,12,
551134,16729,21622,6,
551134,16729,21626,4,
551134,16729,84906,6,
551136,15301,22558,12,
551136,15301,22628,4,
551137,15581,22360,1,
551137,15581,22980,1,
551137,15581,22981,1,
551137,15581,22979,1,
551137,15581,47599A,2,
551137,15581,47599B,2,
551137,15581,20829,1,
551137,15581,22721,1,
551137,15581,21095,3,
551137,15581,22083,2,
551137,15581,22089,2,
C551139,17061,21352,-6,
551141,17061,23152,6,
551142,17613,84313C,2,
551142,17613,20758,1,
551142,17613,20774,2,
551142,17613,22151,24,
551142,17613,85159B,1,
551142,17613,35965,6,
551142,17613,22296,2,
551142,17613,21993,2,
551142,17613,22371,1,
551142,17613,21933,4,
551142,17613,22501,2,
551143,13092,21055,2,
551143,13092,47566,4,
551146,13199,22087,20,
551147,14210,21216,4,
551147,14210,47566,4,
551148,15939,22151,312,
551148,15939,22152,120,
551148,15939,22087,120,
551148,15939,72351A,72,
551149,13184,15034,144,
551149,13184,85132A,28,
551152,13230,22649,1,
551152,13230,84993A,2,
551152,13230,22855,1,
551152,13230,84946,2,
551152,13230,21977,10,
551152,13230,84992,11,
551152,13230,21215,2,
551152,13230,84993B,1,
551152,13230,21212,12,
551152,13230,21213,2,
551152,13230,22570,1,
551152,13230,47566,3,
551152,13230,22083,1,
551152,13230,85049G,1,
551152,13230,21626,2,
551152,13230,22637,1,
551152,13230,22087,1,
551152,13230,22089,1,
551152,13230,22569,1,
551152,13230,22568,1,
551152,13230,23205,1,
551152,13230,21933,5,
551158,16823,21199,1,
551158,16823,21212,2,
551158,16823,21557,1,
551158,16823,21212,3,
551158,16823,21199,4,
551158,16823,22089,4,
551158,16823,21559,3,
551158,16823,22083,5,
551158,16823,21557,2,
551158,16823,22501,4,
551159,16203,23128,4,
551159,16203,20971,12,
551160,15237,22569,4,
551160,15237,22570,4,
551160,15237,22723,4,
551160,15237,22584,6,
551160,15237,84946,12,
551160,15237,47566,4,
551160,15237,22087,6,
551160,15237,21967,24,
551160,15237,22964,6,
551161,18183,22359,6,
551161,18183,21577,6,
551162,12901,84378,12,
551162,12901,21977,60,
551163,12573,84927A,1,
551163,12573,47566,2,
551163,12573,22431,1,
551163,12573,22501,1,
551163,12573,22083,1,
551164,17262,47566,1,
551164,17262,21925,3,
551170,15145,22637,4,
551170,15145,20982,24,
551170,15145,22759,12,
551171,13263,22652,3,
551171,13263,79026B,2,
551171,13263,23146,1,
551171,13263,22558,4,
551171,13263,35965,3,
551171,13263,85049G,2,
551172,17854,47566,2,
551172,17854,22296,3,
551172,17854,22855,5,
C551180,14586,84536B,-16,
C551180,14586,22418,-24,
C551180,14586,21212,-24,
551181,13089,22360,24,
551182,14282,15034,24,
551182,14282,21933,10,
551182,14282,20723,20,
551182,14282,23205,10,
551183,17692,22068,24,
551183,17692,22759,12,
551187,14911,C2,1,
551187,14911,71403,12,
551187,14911,22379,50,
551192,16188,22557,12,
551192,16188,20978,16,
551192,16188,84946,12,
551192,16188,22087,6,
551193,17954,21948,3,
551193,17954,22083,3,
551193,17954,85214,2,
551193,17954,22431,1,
551193,17954,21576,1,
551193,17954,21577,1,
551193,17954,21982,12,
551193,17954,21983,12,
551194,14606,22178,12,
551194,14606,21888,1,
551194,14606,22752,1,
551194,14606,84510A,6,
551194,14606,20728,2,
551194,14606,84692,1,
551194,14606,51014C,24,
C551195,13113,22501,-8,
551197,14078,23176,1,
551197,14078,15044C,1,
551198,13694,17091J,144,
C551196,17069,22667,-1,
551200,17069,22667,1,
551211,13113,23152,4,
551211,13113,22501,32,
551211,13113,22087,40,
551218,18077,22979,12,
551218,18077,22980,8,
551218,18077,16016,10,
551218,18077,21916,6,
551247,15640,21212,24,
551247,15640,22089,12,
551247,15640,22468,6,
551250,17841,47599B,2,
551250,17841,21925,1,
551250,17841,21882,3,
551250,17841,22788,2,
551250,17841,22352,1,
551250,17841,21199,1,
551250,17841,21198,1,
551250,17841,22090,1,
551250,17841,22087,3,
551250,17841,21215,1,
551250,17841,84992,1,
551250,17841,84378,1,
551250,17841,21977,8,
551250,17841,22982,1,
551258,12621,22175,12,
551258,12621,22176,12,
551258,12621,85049D,12,
551258,12621,85049G,12,
551258,12621,20971,12,
551258,12621,22570,8,
551258,12621,22568,8,
551258,12621,21881,12,
551258,12621,20723,20,
551262,14527,22379,2,
551268,16965,47341B,2,
551268,16965,47341A,2,
551268,16965,15034,24,
551269,12840,21933,20,
551269,12840,23138,12,
551269,12840,22296,12,
551269,12840,21390,24,
551269,12840,22185,12,
551269,12840,84378,12,
551269,12840,22352,12,
551269,12840,21937,5,
551269,12840,20728,10,
551269,12840,20727,10,
551269,12840,21558,6,
551269,12840,21559,6,
551269,12840,22431,6,
551269,12840,22432,6,
551270,15891,17091J,2,
551270,15891,21719,3,
551270,15891,21723,5,
551270,15891,22557,1,
551270,15891,84711A,2,
551270,15891,21288,2,
551271,17187,84692,25,
551271,17187,22501,2,
551272,17530,23163,12,
551273,14051,84380,12,
551273,14051,22938,12,
551273,14051,47566,4,
551274,14235,22759,24,
551275,13285,23007,1,
551275,13285,20727,10,
551275,13285,84378,12,
551275,13285,21212,24,
551275,13285,23147,12,
551276,16016,21933,1,
551276,16016,21937,1,
551276,16016,47566,1,
551276,16016,22558,1,
551276,16016,21916,6,
551276,16016,22956,2,
551277,13637,22558,4,
551277,13637,21867,1,
551277,13637,84992,1,
551277,13637,22417,2,
551277,13637,21212,2,
551277,13637,84992,2,
551277,13637,22296,1,
551277,13637,20657,2,
551277,13637,21866,2,
551277,13637,21867,3,
551277,13637,23152,2,
551277,13637,23153,2,
551278,12483,22352,6,
551281,13571,21933,5,
551281,13571,20723,10,
551282,16919,22417,1,
551282,16919,21977,1,
551282,16919,84992,2,
551282,16919,21212,2,
551283,16755,22045,25,
551283,16755,16161P,25,
551283,16755,22501,2,
551283,16755,21677,6,
551283,16755,47566,3,
551283,16755,22375,1,
551283,16755,22371,1,
551283,16755,22432,1,
551283,16755,84597C,4,
551283,16755,21564,4,
551283,16755,22136,2,
551283,16755,22083,4,
551283,16755,22308,1,
551283,16755,22446,1,
551283,16755,84535A,16,
551283,16755,22133,12,
551283,16755,22629,4,
551284,15005,23205,6,
551284,15005,20971,1,
551284,15005,21625,1,
551284,15005,47566,2,
551284,15005,84535A,5,
551284,15005,84535B,4,
C551285,15005,72351B,-1,
C551285,15005,22649,-1,
551286,13767,47566,12,
551289,18226,20728,30,
551289,18226,20727,20,
551289,18226,47566,8,
551289,18226,21984,24,
551290,13854,47566,50,
551291,14298,21933,10,
551291,14298,84692,400,
551291,14298,21028,20,
551291,14298,21027,20,
551291,14298,16216,160,
551291,14298,16219,108,
551291,14298,16218,160,
551291,14298,22422,48,
551291,14298,22420,12,
551291,14298,22563,12,
551291,14298,22564,12,
551293,14298,23205,40,
551293,14298,20655,12,
551293,14298,21867,12,
551293,14298,20654,12,
551293,14298,21866,12,
551293,14298,20618,6,
551293,14298,21864,6,
551293,14298,20619,6,
551293,14298,21865,6,
551293,14298,20617,6,
551293,14298,20622,6,
551293,14298,20723,30,
551294,13468,23146,4,
551294,13468,23147,12,
551299,17530,23162,4,
551301,17675,23133,4,
551301,17675,47566,8,
551301,17675,23205,10,
551305,16145,21084,72,
551305,16145,47566,4,
551305,16145,21933,10,
551305,16145,16156S,25,
551315,17725,23146,4,
551315,17725,22296,12,
551315,17725,20840,6,
C551316,15220,22109,-4,
551332,13078,22109,32,
C551335,14198,22914,-1,
551337,16418,23136,2,
551337,16418,21992,1,
551337,16418,20851,1,
551337,16418,22782,1,
551337,16418,22362,1,
551337,16418,22359,1,
551337,16418,22360,1,
551341,15189,84946,72,
551342,16099,21888,4,
551342,16099,22432,6,
551343,16187,47566,8,
551344,16187,84946,24,
551344,16187,20717,20,
551345,14646,21989,12,
551345,14646,21987,12,
551346,12362,21866,12,
551346,12362,22276,6,
551346,12362,21576,6,
551346,12362,47566,4,
551346,12362,22613,12,
551346,12362,22629,12,
551347,15768,84313C,6,
551347,15768,21725,12,
551349,14740,20971,12,
551349,14740,22570,4,
551349,14740,22553,12,
551349,14740,20770,6,
551349,14740,20764,4,
551349,14740,20761,4,
551349,14740,20767,6,
551349,14740,20755,12,
551349,14740,22756,12,
551349,14740,22758,12,
551350,16672,22629,12,
551351,14298,15034,240,
551351,14298,21982,96,
551351,14298,23137,24,
551351,14298,23153,24,
551351,14298,23152,12,
551351,14298,23136,12,
551351,14298,22174,12,
551351,14298,21811,24,
551351,14298,21390,24,
551351,14298,22296,24,
551351,14298,22855,24,
551351,14298,20794,8,
551351,14298,23140,24,
551351,14298,23138,48,
551351,14298,23139,12,
551351,14298,23146,12,
551351,14298,23147,12,
551352,16637,22748,6,
551352,16637,84380,12,
551352,16637,23136,4,
551352,16637,22799,2,
551384,15223,22178,12,
551384,15223,21212,24,
551387,14240,22759,12,
551387,14240,84378,24,
551389,12437,22090,24,
551389,12437,22693,24,
551389,12437,21212,24,
551389,12437,22133,12,
551390,15143,22090,6,
551390,15143,22978,6,
551390,15143,84692,25,
551390,15143,22083,6,
551390,15143,22759,12,
551390,15143,21977,24,
551390,15143,22938,12,
551390,15143,22296,12,
551391,15514,21881,1,
551392,13229,22138,3,
551393,14973,22656,1,
551396,17720,22855,24,
551396,17720,22112,24,
551396,17720,22087,6,
551397,15952,22151,24,
551397,15952,22087,6,
551397,15952,21613,12,
551398,12417,20971,12,
551398,12417,22138,3,
551398,12417,22613,12,
551398,12417,22955,6,
551398,12417,21977,24,
551398,12417,21212,24,
551398,12417,22417,24,
551398,12417,84535B,16,
551399,17874,22703,2,
551399,17874,21481,2,
551399,17874,21864,2,
551399,17874,20622,4,
551399,17874,21622,8,
551399,17874,22090,2,
551399,17874,21625,3,
551400,17160,21933,10,
551400,17160,20723,10,
551400,17160,20727,10,
551400,17160,21937,10,
551400,17160,20971,12,
551400,17160,20717,10,
551412,15508,21983,12,
551412,15508,22649,2,
551414,15622,22938,12,
551414,15622,22626,2,
551414,15622,23048,4,
551414,15622,23042,6,
551414,15622,23041,8,
551414,15622,23040,6,
551414,15622,22083,6,
551414,15622,22090,6,
551414,15622,47566,4,
551414,15622,22432,6,
551414,15622,22431,6,
551414,15622,22439,24,
551414,15622,22437,20,
551414,15622,20982,12,
551414,15622,84946,12,
551414,15622,22296,12,
551414,15622,22379,5,
551414,15622,23163,8,
551417,15632,22759,12,
551417,15632,22553,12,
551417,15632,20727,10,
551417,15632,22568,4,
551417,15632,22569,4,
551417,15632,22570,4,
551417,15632,21967,24,
551418,17893,22706,25,
551418,17893,22431,1,
551420,17068,21792,8,
551420,17068,21933,10,
551420,17068,21937,10,
551420,17068,22501,2,
551420,17068,22379,10,
551426,14022,16161P,25,
551426,14022,16156S,25,
551426,14022,16156L,25,
551426,14022,21977,24,
551426,14022,21677,12,
551427,14735,23163,8,
551436,16904,22171,12,
551436,16904,22652,3,
551436,16904,22843,1,
551436,16904,22375,1,
551436,16904,22371,1,
551436,16904,22376,1,
551436,16904,21937,1,
551437,13725,21937,5,
551437,13725,21933,10,
551437,13725,22558,12,
551437,13725,22431,6,
551437,13725,22432,6,
551438,13408,21390,48,
551438,13408,22147,40,
551439,14758,47566,4,
551440,15311,20723,1,
551440,15311,20727,1,
551440,15311,20728,1,
551440,15311,21447,3,
551440,15311,84563A,2,
551440,15311,22278,1,
551440,15311,20655,2,
551440,15311,22637,2,
551440,15311,22332,2,
551440,15311,22333,2,
551440,15311,22090,1,
551440,15311,22089,1,
551440,15311,22087,1,
551440,15311,21327,2,
551440,15311,21564,2,
551462,15210,22151,24,
C551463,13534,23152,-2,
C551463,13534,23142,-1,
C551464,13085,22418,-48,
C551464,13085,22147,-12,
C551464,13085,22748,-6,
C551466,14189,22859,-6,
551467,12600,21481,12,
551467,12600,22178,12,
551469,18037,20978,1,
551469,18037,21055,1,
551470,16782,21937,5,
551470,16782,23134,2,
551471,16370,23133,2,
551471,16370,22083,1,
551471,16370,22558,1,
551471,16370,21447,1,
551471,16370,84992,2,
551471,16370,21212,2,
551471,16370,22333,1,
551471,16370,47599B,1,
551471,16370,47599A,1,
551471,16370,22653,1,
551471,16370,22652,1,
551471,16370,22668,3,
551471,16370,20728,1,
551471,16370,22138,1,
551471,16370,16156S,25,
551501,16422,21213,120,
551501,16422,22087,40,
551501,16422,22090,40,
551507,18272,22982,12,
551507,18272,21212,24,
551507,18272,21977,24,
551507,18272,22557,12,
C551508,13102,23176,-8,
C551509,15845,22968,-6,
C551510,16163,47566,-100,
C551513,16592,22667,-1,
551514,17874,20622,3,
551514,17874,21625,11,
551515,15606,22371,12,2011-01-05 10:51:00
551516,14800,23205,1,2011-01-05 11:10:00
551516,14800,22352,1,2011-01-05 11:10:00
551516,14800,22431,3,2011-01-05 11:10:00
551516,14800,22432,3,2011-01-05 11:10:00
551516,14800,20992,24,2011-01-05 11:10:00
551516,14800,20727,10,2011-01-05 11:10:00
551516,14800,21982,12,2011-01-05 11:10:00
551516,14800,23205,10,2011-01-05 11:10:00
551516,14800,22437,5,2011-01-05 11:10:00
551516,14800,22752,2,2011-01-05 11:10:00
551516,14800,23176,1,2011-01-05 11:10:00
551516,14800,20971,2,2011-01-05 11:10:00
551516,14800,21888,1,2011-01-05 11:10:00
551516,14800,22045,25,2011-01-05 11:10:00
551517,16931,20971,3,2011-01-05 11:14:00
551517,16931,22551,2,2011-01-05 11:14:00
551517,16931,22557,3,2011-01-05 11:14:00
551517,16931,22147,3,2011-01-05 11:14:00
551517,16931,22570,2,2011-01-05 11:14:00
551517,16931,23205,3,2011-01-05 11:14:00
551517,16931,21792,1,2011-01-05 11:14:00
551517,16931,22432,1,2011-01-05 11:14:00
551517,16931,22431,3,2011-01-05 11:14:00
551517,16931,21993,3,2011-01-05 11:14:00
551517,16931,84510A,6,2011-01-05 11:14:00
551517,16931,84378,3,2011-01-05 11:14:00
551517,16931,84519B,3,2011-01-05 11:14:00
551517,16931,85132A,1,2011-01-05 11:14:00
551518,15708,23146,3,2011-01-05 11:36:00
551518,15708,23147,6,2011-01-05 11:36:00
551518,15708,21916,9,2011-01-05 11:36:00
551518,15708,22626,1,2011-01-05 11:36:00
551518,15708,22721,3,2011-01-05 11:36:00
551519,14304,22558,12,2011-01-05 11:50:00
551519,14304,22493,12,2011-01-05 11:50:00
551519,14304,22087,12,2011-01-05 11:50:00
551519,14304,22693,24,2011-01-05 11:50:00
551519,14304,22138,3,2011-01-05 11:50:00
551520,13301,21867,1,2011-01-05 11:55:00
551520,13301,21832,1,2011-01-05 11:55:00
551520,13301,21866,1,2011-01-05 11:55:00
551520,13301,47566,3,2011-01-05 11:55:00
551520,13301,47341B,1,2011-01-05 11:55:00
551520,13301,47341A,1,2011-01-05 11:55:00
551523,16634,22087,18,2011-01-05 12:09:00
551524,16401,22557,24,2011-01-05 12:35:00
551524,16401,21828,1,2011-01-05 12:35:00
551524,16401,22432,5,2011-01-05 12:35:00
551524,16401,22431,5,2011-01-05 12:35:00
551524,16401,21982,12,2011-01-05 12:35:00
551524,16401,20728,10,2011-01-05 12:35:00
551525,14667,21054,1,2011-01-05 12:37:00
551525,14667,22377,10,2011-01-05 12:37:00
551525,14667,22723,3,2011-01-05 12:37:00
551525,14667,21212,24,2011-01-05 12:37:00
551525,14667,85049D,7,2011-01-05 12:37:00
551525,14667,21559,6,2011-01-05 12:37:00
551525,14667,22352,6,2011-01-05 12:37:00
551527,14395,21866,4,2011-01-05 12:41:00
551527,14395,21867,4,2011-01-05 12:41:00
551527,14395,21864,4,2011-01-05 12:41:00
551527,14395,21865,4,2011-01-05 12:41:00
551527,14395,47566,6,2011-01-05 12:41:00
551527,14395,20984,6,2011-01-05 12:41:00
551528,12841,47566,6,2011-01-05 12:54:00
551529,12524,22501,2,2011-01-05 13:18:00
551529,12524,22551,12,2011-01-05 13:18:00
551529,12524,22748,6,2011-01-05 13:18:00
551529,12524,21883,12,2011-01-05 13:18:00
551529,12524,22629,24,2011-01-05 13:18:00
551529,12524,20727,10,2011-01-05 13:18:00
551529,12524,21558,12,2011-01-05 13:18:00
551529,12524,22352,60,2011-01-05 13:18:00
551529,12524,21559,60,2011-01-05 13:18:00
551531,15376,22389,6,2011-01-05 13:45:00
551531,15376,22393,5,2011-01-05 13:45:00
551531,15376,84597C,3,2011-01-05 13:45:00
551531,15376,84597B,3,2011-01-05 13:45:00
551531,15376,22133,8,2011-01-05 13:45:00
551531,15376,22371,2,2011-01-05 13:45:00
551531,15376,85159B,4,2011-01-05 13:45:00
551531,15376,22066,6,2011-01-05 13:45:00
551531,15376,22629,3,2011-01-05 13:45:00
551531,15376,84692,6,2011-01-05 13:45:00
551531,15376,84313C,1,2011-01-05 13:45:00
551532,16554,22800,4,2011-01-05 14:17:00
551532,16554,84946,12,2011-01-05 14:17:00
551532,16554,23146,4,2011-01-05 14:17:00
551532,16554,23147,12,2011-01-05 14:17:00
551532,16554,47566,4,2011-01-05 14:17:00
551533,15407,16169K,25,2011-01-05 14:58:00
551533,15407,84692,1,2011-01-05 14:58:00
551533,15407,23141,1,2011-01-05 14:58:00
551533,15407,22968,1,2011-01-05 14:58:00
551534,14655,21723,24,2011-01-05 14:59:00
551534,14655,22652,20,2011-01-05 14:59:00
551535,17615,22087,6,2011-01-05 15:33:00
551539,12598,20723,10,2011-03-05 08:40:00
551539,12598,21559,6,2011-03-05 08:40:00
C551540,14735,22978,-6,2011-03-05 08:47:00
C551540,14735,23127,-8,2011-03-05 08:47:00
C551540,14735,22980,-12,2011-03-05 08:47:00
C551540,14735,22982,-12,2011-03-05 08:47:00
C551540,14735,23128,-4,2011-03-05 08:47:00
551542,14732,22171,2,2011-03-05 09:05:00
551542,14732,22652,10,2011-03-05 09:05:00
551542,14732,22501,2,2011-03-05 09:05:00
551542,14732,20835,12,2011-03-05 09:05:00
551543,16055,22782,1,2011-03-05 09:26:00
551543,16055,47566,4,2011-03-05 09:26:00
551544,12683,47599A,30,2011-03-05 09:33:00
551544,12683,47599B,18,2011-03-05 09:33:00
551544,12683,22090,40,2011-03-05 09:33:00
551544,12683,22352,12,2011-03-05 09:33:00
551544,12683,22626,2,2011-03-05 09:33:00
551544,12683,21095,24,2011-03-05 09:33:00
551544,12683,22978,6,2011-03-05 09:33:00
551546,18062,22090,6,2011-03-05 09:34:00
551546,18062,22551,12,2011-03-05 09:34:00
551548,14149,22175,6,2011-03-05 09:44:00
551548,14149,22176,6,2011-03-05 09:44:00
551548,14149,22558,12,2011-03-05 09:44:00
551548,14149,22107,4,2011-03-05 09:44:00
551548,14149,21090,12,2011-03-05 09:44:00
551548,14149,22668,5,2011-03-05 09:44:00
551549,17501,21977,24,2011-03-05 09:46:00
551549,17501,22978,6,2011-03-05 09:46:00
551549,17501,22982,12,2011-03-05 09:46:00
C551551,17841,21925,-1,2011-03-05 10:08:00
C551551,17841,23146,-2,2011-03-05 10:08:00
C551551,17841,84600,-1,2011-03-05 10:08:00
551555,17315,21447,24,2011-03-05 10:25:00
551556,14191,22040,25,2011-03-05 10:30:00
551556,14191,22357,4,2011-03-05 10:30:00
C551557,13113,22501,-6,2011-03-05 10:37:00
551558,17841,21558,2,2011-03-05 10:41:00
551558,17841,21559,7,2011-03-05 10:41:00
551558,17841,84992,1,2011-03-05 10:41:00
551558,17841,20728,1,2011-03-05 10:41:00
551558,17841,23147,1,2011-03-05 10:41:00
551558,17841,21558,1,2011-03-05 10:41:00
551558,17841,72349B,5,2011-03-05 10:41:00
551558,17841,20727,1,2011-03-05 10:41:00
551558,17841,84920,1,2011-03-05 10:41:00
551558,17841,85163B,1,2011-03-05 10:41:00
551558,17841,84510A,1,2011-03-05 10:41:00
551558,17841,21216,1,2011-03-05 10:41:00
551558,17841,22553,1,2011-03-05 10:41:00
551558,17841,22087,11,2011-03-05 10:41:00
551558,17841,46138B,1,2011-03-05 10:41:00
551559,16133,21792,24,2011-03-05 10:42:00
551560,16133,20836,12,2011-03-05 10:43:00
551560,16133,20840,6,2011-03-05 10:43:00
551560,16133,20837,12,2011-03-05 10:43:00
551560,16133,20838,12,2011-03-05 10:43:00
551560,16133,21792,24,2011-03-05 10:43:00
551560,16133,23073,12,2011-03-05 10:43:00
551560,16133,23160,120,2011-03-05 10:43:00
551560,16133,23161,120,2011-03-05 10:43:00
551560,16133,23164,36,2011-03-05 10:43:00
551560,16133,23162,48,2011-03-05 10:43:00
551561,17422,22178,12,2011-03-05 10:49:00
551561,17422,23127,4,2011-03-05 10:49:00
551561,17422,22568,4,2011-03-05 10:49:00
551561,17422,22569,4,2011-03-05 10:49:00
551561,17422,22570,4,2011-03-05 10:49:00
551561,17422,21793,8,2011-03-05 10:49:00
551561,17422,21792,8,2011-03-05 10:49:00
551563,16210,23134,2,2011-03-05 10:55:00
551564,16609,22109,4,2011-03-05 10:56:00
551564,16609,22978,6,2011-03-05 10:56:00
551564,16609,22379,5,2011-03-05 10:56:00
551564,16609,22045,25,2011-03-05 10:56:00
551566,13113,22087,40,2011-03-05 11:11:00
551566,13113,47566,50,2011-03-05 11:11:00
551566,13113,22501,33,2011-03-05 11:11:00
551584,15620,22379,5,2011-03-05 11:22:00
551584,15620,22138,3,2011-03-05 11:22:00
551584,15620,21212,24,2011-03-05 11:22:00
551584,15620,22504,1,2011-03-05 11:22:00
551584,15620,20723,10,2011-03-05 11:22:00
551584,15620,22501,2,2011-03-05 11:22:00
551599,15696,47566,4,2011-03-05 11:34:00
551599,15696,22090,6,2011-03-05 11:34:00
551599,15696,22089,6,2011-03-05 11:34:00
551599,15696,22501,2,2011-03-05 11:34:00
551603,16745,22417,24,2011-03-05 11:34:00
551603,16745,21213,24,2011-03-05 11:34:00
551603,16745,84563B,8,2011-03-05 11:34:00
551616,15048,84378,1,2011-03-05 11:40:00
551616,15048,22090,1,2011-03-05 11:40:00
551616,15048,21356,1,2011-03-05 11:40:00
551616,15048,84673B,1,2011-03-05 11:40:00
551616,15048,47599A,1,2011-03-05 11:40:00
551616,15048,47599B,2,2011-03-05 11:40:00
551616,15048,20992,1,2011-03-05 11:40:00
551616,15048,22693,24,2011-03-05 11:40:00
551616,15048,22431,7,2011-03-05 11:40:00
551618,16013,47566,50,2011-03-05 11:42:00
551623,12843,47566,8,2011-03-05 11:44:00
551647,13089,23146,6,2011-03-05 11:59:00
551647,13089,23147,12,2011-03-05 11:59:00
551650,13089,84946,12,2011-03-05 12:02:00
551650,13089,47566,12,2011-03-05 12:02:00
551650,13089,22178,12,2011-03-05 12:02:00
551650,13089,22090,12,2011-03-05 12:02:00
551650,13089,22089,12,2011-03-05 12:02:00
551650,13089,22087,12,2011-03-05 12:02:00
551650,13089,21916,24,2011-03-05 12:02:00
551650,13089,21447,12,2011-03-05 12:02:00
551650,13089,20727,10,2011-03-05 12:02:00
551650,13089,21199,12,2011-03-05 12:02:00
551652,12643,21212,24,2011-03-05 12:03:00
551652,12643,21213,48,2011-03-05 12:03:00
551652,12643,22083,40,2011-03-05 12:03:00
551652,12643,22090,80,2011-03-05 12:03:00
551653,13282,21558,18,2011-03-05 12:03:00
551653,13282,47566,8,2011-03-05 12:03:00
551653,13282,22083,6,2011-03-05 12:03:00
551654,16837,22501,2,2011-03-05 12:04:00
551655,17757,22090,1,2011-03-05 12:07:00
551656,14911,21937,5,2011-03-05 12:10:00
551656,14911,22138,3,2011-03-05 12:10:00
551656,14911,22083,6,2011-03-05 12:10:00
551656,14911,84692,25,2011-03-05 12:10:00
551656,14911,16237,30,2011-03-05 12:10:00
551656,14911,72351A,12,2011-03-05 12:10:00
551657,14911,84380,12,2011-03-05 12:12:00
551657,14911,22843,2,2011-03-05 12:12:00
551657,14911,22090,6,2011-03-05 12:12:00
551657,14911,22558,12,2011-03-05 12:12:00
551657,14911,22501,2,2011-03-05 12:12:00
551657,14911,23164,4,2011-03-05 12:12:00
551658,16746,22379,5,2011-03-05 12:13:00
551658,16746,20728,10,2011-03-05 12:13:00
551658,16746,20727,10,2011-03-05 12:13:00
551658,16746,37333,1,2011-03-05 12:13:00
551661,15656,23146,4,2011-03-05 12:17:00
551661,15656,22171,2,2011-03-05 12:17:00
551665,17442,22982,12,2011-03-05 12:35:00
551665,17442,22652,10,2011-03-05 12:35:00
551665,17442,22623,3,2011-03-05 12:35:00
C551683,13209,22362,-14,2011-03-05 12:47:00
551686,13668,22352,6,2011-03-05 12:53:00
551686,13668,22431,8,2011-03-05 12:53:00
551686,13668,47566,3,2011-03-05 12:53:00
551686,13668,22085,3,2011-03-05 12:53:00
551686,13668,22083,3,2011-03-05 12:53:00
551686,13668,22090,2,2011-03-05 12:53:00
551686,13668,22178,192,2011-03-05 12:53:00
551686,13668,22089,3,2011-03-05 12:53:00
551687,14135,22752,6,2011-03-05 13:22:00
551687,14135,21213,120,2011-03-05 13:22:00
551687,14135,85049G,12,2011-03-05 13:22:00
551688,14107,21479,8,2011-03-05 13:31:00
551688,14107,22553,24,2011-03-05 13:31:00
551688,14107,21967,24,2011-03-05 13:31:00
551688,14107,22652,10,2011-03-05 13:31:00
551688,14107,21212,24,2011-03-05 13:31:00
551688,14107,21213,24,2011-03-05 13:31:00
551688,14107,20727,10,2011-03-05 13:31:00
551693,15582,22178,12,2011-03-05 13:36:00
551693,15582,21212,24,2011-03-05 13:36:00
551693,15582,21977,24,2011-03-05 13:36:00
551693,15582,22360,6,2011-03-05 13:36:00
551693,15582,47599A,6,2011-03-05 13:36:00
551693,15582,22968,2,2011-03-05 13:36:00
551693,15582,22570,4,2011-03-05 13:36:00
551696,14110,20723,10,2011-03-05 13:39:00
551696,14110,47566,8,2011-03-05 13:39:00
551696,14110,23205,10,2011-03-05 13:39:00
551696,14110,85132A,12,2011-03-05 13:39:00
551698,13694,21933,50,2011-03-05 13:52:00
551702,13014,22296,12,2011-03-05 14:16:00
551702,13014,20728,10,2011-03-05 14:16:00
551702,13014,20727,10,2011-03-05 14:16:00
551702,13014,21937,5,2011-03-05 14:16:00
551702,13014,21933,10,2011-03-05 14:16:00
551713,16230,23205,10,2011-03-05 15:12:00
551713,16230,22178,12,2011-03-05 15:12:00
551714,16806,22171,2,2011-03-05 15:15:00
551714,16806,22178,24,2011-03-05 15:15:00
551715,13102,22629,12,2011-03-05 15:23:00
551715,13102,22417,24,2011-03-05 15:23:00
551717,13263,23152,2,2011-03-05 15:59:00
551717,13263,22090,4,2011-03-05 15:59:00
551717,13263,85049D,1,2011-03-05 15:59:00
551717,13263,85049G,2,2011-03-05 15:59:00
551717,13263,85132A,2,2011-03-05 15:59:00
551717,13263,35965,3,2011-03-05 15:59:00
551717,13263,22558,5,2011-03-05 15:59:00
551717,13263,21216,1,2011-03-05 15:59:00
551720,18146,22087,6,2011-03-05 16:35:00
551720,18146,22938,12,2011-03-05 16:35:00
551721,14711,84927A,1,2011-03-05 16:49:00
551721,14711,22551,3,2011-03-05 16:49:00
551721,14711,22557,3,2011-03-05 16:49:00
